,Ad_ID,Campaign_Name,Clicks,Impressions,Cost,Leads,Conversions,Conversion Rate,Revenue,Date,Location,Device,Keyword,Month,Weekday,CPC,CTR,CPL,CPA,ROI,AOV,ROAS
2376,A3376,Data Analytics Course: Basics,80.0,4413.0,245.0,10.0,5.0,0.0625,337.0,2024-11-03,Hyderabad,Mobile,Data analytics course,November,Sunday,3.06,1.81,24.5,49.0,37.55,67.4,1.38
2377,A3377,Data Analytics Course: ML,192.0,4969.0,234.0,30.0,5.0,0.026041666666666668,332.0,2024-11-17,Hyderabad,Tablet,Data analytics course,November,Sunday,1.22,3.86,7.8,46.8,41.88,66.4,1.42
2378,A3378,Data Analytics Course: Basics,85.0,5083.0,181.0,13.0,3.0,0.03529411764705882,214.0,2024-11-11,Hyderabad,Mobile,Data analytics course,November,Monday,2.13,1.67,13.92,60.33,18.23,71.33,1.18
2379,A3379,Data Analytics Course: Visualizations,91.0,4176.0,217.0,20.0,8.0,0.08791208791208792,307.0,2024-11-09,Hyderabad,Mobile,Data analytics course,November,Saturday,2.38,2.18,10.85,27.12,41.47,38.38,1.41
2380,A3380,Data Analytics Course: Basics,94.0,5389.0,221.0,11.0,10.0,0.10638297872340426,341.0,2024-11-27,Hyderabad,Mobile,Data analytics training,November,Wednesday,2.35,1.74,20.09,22.1,54.3,34.1,1.54
2381,A3381,Data Analytics Course: Advanced,119.0,4653.0,225.0,17.0,4.0,0.03361344537815126,362.0,2024-11-14,Hyderabad,Tablet,Learn data analytics,November,Thursday,1.89,2.56,13.24,56.25,60.89,90.5,1.61
2382,A3382,Data Analytics Course: Visualizations,198.0,3926.0,195.0,25.0,7.0,0.03535353535353535,216.0,2024-11-12,Hyderabad,Desktop,Data analytics online,November,Tuesday,0.98,5.04,7.8,27.86,10.77,30.86,1.11
2383,A3383,Data Analytics Course: Advanced,87.0,4154.0,233.0,13.0,3.0,0.034482758620689655,224.0,2024-11-10,Hyderabad,Desktop,Online data analytics,November,Sunday,2.68,2.09,17.92,77.67,-3.86,74.67,0.96
2384,A3384,Data Analytics Course: Advanced,101.0,3286.0,197.0,12.0,9.0,0.0891089108910891,211.0,2024-11-02,Hyderabad,Tablet,Analytics for data,November,Saturday,1.95,3.07,16.42,21.89,7.11,23.44,1.07
2385,A3385,Data Analytics Course: ML,142.0,4593.0,231.0,20.0,5.0,0.035211267605633804,314.0,2024-11-22,Hyderabad,Mobile,Data analytics course,November,Friday,1.63,3.09,11.55,46.2,35.93,62.8,1.36
2386,A3386,Data Analytics Course: Visualizations,111.0,5689.0,196.0,12.0,4.0,0.036036036036036036,281.0,2024-11-14,Hyderabad,Desktop,Analytics for data,November,Thursday,1.77,1.95,16.33,49.0,43.37,70.25,1.43
2387,A3387,Data Analytics Course: ML,152.0,5040.0,239.0,30.0,9.0,0.05921052631578947,366.0,2024-11-15,Hyderabad,Desktop,Data analytics course,November,Friday,1.57,3.02,7.97,26.56,53.14,40.67,1.53
2388,A3388,Data Analytics Course: Advanced,89.0,3623.0,218.0,22.0,6.0,0.06741573033707865,268.0,2024-11-01,Hyderabad,Mobile,Learn data analytics,November,Friday,2.45,2.46,9.91,36.33,22.94,44.67,1.23
2389,A3389,Data Analytics Course: Visualizations,115.0,3999.0,217.0,16.0,6.0,0.05217391304347826,363.0,2024-11-05,Hyderabad,Mobile,Data analytics course,November,Tuesday,1.89,2.88,13.56,36.17,67.28,60.5,1.67
2390,A3390,Data Analytics Course: Advanced,131.0,4320.0,223.0,30.0,7.0,0.05343511450381679,327.0,2024-11-04,Hyderabad,Mobile,Analytics for data,November,Monday,1.7,3.03,7.43,31.86,46.64,46.71,1.47
2391,A3391,Data Analytics Course: Basics,153.0,4027.0,182.0,10.0,5.0,0.032679738562091505,272.0,2024-11-28,Hyderabad,Tablet,Learn data analytics,November,Thursday,1.19,3.8,18.2,36.4,49.45,54.4,1.49
2392,A3392,Data Analytics Course: ML,108.0,3562.0,209.0,10.0,5.0,0.046875,268.0,2024-11-29,Hyderabad,Desktop,Learn data analytics,November,Friday,1.94,3.03,20.9,41.8,28.23,53.6,1.28
2393,A3393,Data Analytics Course: Advanced,172.0,5712.0,204.0,28.0,7.0,0.040697674418604654,287.0,2024-11-21,Hyderabad,Tablet,Analytics for data,November,Thursday,1.19,3.01,7.29,29.14,40.69,41.0,1.41
2394,A3394,Data Analytics Course: ML,118.0,5514.0,238.0,27.0,9.0,0.07627118644067797,286.0,2024-11-27,Hyderabad,Mobile,Analytics for data,November,Wednesday,2.02,2.14,8.81,26.44,20.17,31.78,1.2
2395,A3395,Data Analytics Course: Advanced,90.0,3776.0,187.0,19.0,4.0,0.044444444444444446,215.0,2024-11-15,Hyderabad,Tablet,Learn data analytics,November,Friday,2.08,2.38,9.84,46.75,14.97,53.75,1.15
2396,A3396,Data Analytics Course: Advanced,97.0,3370.0,236.0,20.0,7.0,0.07216494845360824,327.0,2024-11-04,Hyderabad,Mobile,Data analytics course,November,Monday,2.43,2.88,11.8,33.71,38.56,46.71,1.39
2397,A3397,Data Analytics Course: Visualizations,149.0,3814.0,213.0,13.0,7.0,0.04697986577181208,216.0,2024-11-06,Hyderabad,Mobile,Analytics for data,November,Wednesday,1.43,3.91,16.38,30.43,1.41,30.86,1.01
2398,A3398,Data Analytics Course: Advanced,137.0,5434.0,183.0,10.0,7.0,0.051094890510948905,378.0,2024-11-29,Hyderabad,Desktop,Online data analytics,November,Friday,1.34,2.52,18.3,26.14,106.56,54.0,2.07
2399,A3399,Data Analytics Course: Advanced,172.0,4079.0,183.0,20.0,8.0,0.046511627906976744,406.0,2024-11-28,Hyderabad,Desktop,Data analytics course,November,Thursday,1.06,4.22,9.15,22.88,121.86,50.75,2.22
2400,A3400,Data Analytics Course: Basics,116.0,4252.0,180.0,18.0,8.0,0.06896551724137931,320.0,2024-11-17,Hyderabad,Desktop,Online data analytics,November,Sunday,1.55,2.73,10.0,22.5,77.78,40.0,1.78
2401,A3401,Data Analytics Course: ML,187.0,4793.0,186.0,30.0,9.0,0.0481283422459893,229.0,2024-11-03,Hyderabad,Desktop,Data analytics course,November,Sunday,0.99,3.9,6.2,20.67,23.12,25.44,1.23
2402,A3402,Data Analytics Course: Basics,126.0,4140.0,193.0,19.0,6.0,0.046875,273.0,2024-11-19,Hyderabad,Tablet,Data analytics course,November,Tuesday,1.53,3.04,10.16,32.17,41.45,45.5,1.41
2403,A3403,Data Analytics Course: Basics,123.0,5844.0,202.0,12.0,6.0,0.04878048780487805,334.0,2024-11-10,Hyderabad,Desktop,Data analytics online,November,Sunday,1.64,2.1,16.83,33.67,65.35,55.67,1.65
2404,A3404,Data Analytics Course: Visualizations,132.0,5845.0,250.0,19.0,6.0,0.046875,218.0,2024-11-03,Hyderabad,Mobile,Analytics for data,November,Sunday,1.89,2.26,13.16,41.67,-12.8,36.33,0.87
2405,A3405,Data Analytics Course: Visualizations,118.0,3371.0,192.0,10.0,6.0,0.05084745762711865,298.0,2024-11-13,Hyderabad,Mobile,Learn data analytics,November,Wednesday,1.63,3.5,19.2,32.0,55.21,49.67,1.55
2406,A3406,Data Analytics Course: ML,92.0,4853.0,189.0,23.0,9.0,0.09782608695652174,243.0,2024-11-18,Hyderabad,Desktop,Online data analytics,November,Monday,2.05,1.9,8.22,21.0,28.57,27.0,1.29
2407,A3407,Data Analytics Course: Visualizations,100.0,5781.0,203.0,30.0,7.0,0.07,231.0,2024-11-18,Hyderabad,Desktop,Data analytics training,November,Monday,2.03,1.73,6.77,29.0,13.79,33.0,1.14
2408,A3408,Data Analytics Course: Advanced,100.0,5435.0,206.0,13.0,6.0,0.06,328.0,2024-11-27,Hyderabad,Tablet,Analytics for data,November,Wednesday,2.06,1.84,15.85,34.33,59.22,54.67,1.59
2409,A3409,Data Analytics Course: Advanced,89.0,3915.0,208.0,10.0,7.0,0.07865168539325842,297.0,2024-11-02,Hyderabad,Desktop,Data analytics course,November,Saturday,2.34,2.27,20.8,29.71,42.79,42.43,1.43
2410,A3410,Data Analytics Course: Basics,147.0,4231.0,187.0,20.0,5.0,0.034013605442176874,259.0,2024-11-15,Hyderabad,Desktop,Learn data analytics,November,Friday,1.27,3.47,9.35,37.4,38.5,51.8,1.39
2411,A3411,Data Analytics Course: ML,153.0,3225.0,240.0,20.0,8.0,0.05228758169934641,268.0,2024-11-28,Hyderabad,Tablet,Data analytics online,November,Thursday,1.57,4.74,12.0,30.0,11.67,33.5,1.12
2412,A3412,Data Analytics Course: Advanced,164.0,3996.0,203.0,19.0,10.0,0.06097560975609756,384.0,2024-11-29,Hyderabad,Desktop,Data analytics online,November,Friday,1.24,4.1,10.68,20.3,89.16,38.4,1.89
2413,A3413,Data Analytics Course: ML,124.0,5949.0,218.0,11.0,10.0,0.08064516129032258,208.0,2024-11-06,Hyderabad,Mobile,Online data analytics,November,Wednesday,1.76,2.08,19.82,21.8,-4.59,20.8,0.95
2414,A3414,Data Analytics Course: Visualizations,189.0,5740.0,232.0,28.0,5.0,0.026455026455026454,267.0,2024-11-03,Hyderabad,Tablet,Online data analytics,November,Sunday,1.23,3.29,8.29,46.4,15.09,53.4,1.15
2415,A3415,Data Analytics Course: ML,142.0,5354.0,247.0,17.0,4.0,0.028169014084507043,373.0,2024-11-01,Hyderabad,Desktop,Online data analytics,November,Friday,1.74,2.65,14.53,61.75,51.01,93.25,1.51
2416,A3416,Data Analytics Course: Visualizations,127.0,4587.0,200.0,17.0,5.0,0.03937007874015748,269.0,2024-11-27,Hyderabad,Tablet,Data analytics course,November,Wednesday,1.57,2.77,11.76,40.0,34.5,53.8,1.34
2417,A3417,Data Analytics Course: Visualizations,174.0,3957.0,182.0,12.0,3.0,0.017241379310344827,283.0,2024-11-02,Hyderabad,Desktop,Data analytics training,November,Saturday,1.05,4.4,15.17,60.67,55.49,94.33,1.55
2418,A3418,Data Analytics Course: Visualizations,183.0,5971.0,207.0,10.0,7.0,0.03825136612021858,270.0,2024-11-25,Hyderabad,Tablet,Online data analytics,November,Monday,1.13,3.06,20.7,29.57,30.43,38.57,1.3
2419,A3419,Data Analytics Course: Visualizations,190.0,3455.0,213.0,18.0,7.0,0.03684210526315789,353.0,2024-11-13,Hyderabad,Desktop,Data analytics training,November,Wednesday,1.12,5.5,11.83,30.43,65.73,50.43,1.66
2420,A3420,Data Analytics Course: Visualizations,116.0,5748.0,189.0,11.0,7.0,0.0603448275862069,279.0,2024-11-14,Hyderabad,Desktop,Data analytics online,November,Thursday,1.63,2.02,17.18,27.0,47.62,39.86,1.48
2421,A3421,Data Analytics Course: ML,199.0,4387.0,207.0,20.0,9.0,0.04522613065326633,215.0,2024-11-24,Hyderabad,Mobile,Data analytics training,November,Sunday,1.04,4.54,10.35,23.0,3.86,23.89,1.04
2422,A3422,Data Analytics Course: Visualizations,181.0,4103.0,276.0,24.0,8.0,0.04419889502762431,225.0,2024-11-25,Hyderabad,Mobile,Data analytics online,November,Monday,1.52,4.41,11.5,34.5,-18.48,28.12,0.82
2423,A3423,Data Analytics Course: ML,197.0,3253.0,243.0,17.0,3.0,0.015228426395939087,328.0,2024-11-22,Hyderabad,Tablet,Data analytics course,November,Friday,1.23,6.06,14.29,81.0,34.98,109.33,1.35
2424,A3424,Data Analytics Course: Basics,136.0,4492.0,205.0,10.0,4.0,0.029411764705882353,269.0,2024-11-22,Hyderabad,Tablet,Online data analytics,November,Friday,1.51,3.03,20.5,51.25,31.22,67.25,1.31
2425,A3425,Data Analytics Course: ML,128.0,3153.0,236.0,16.0,6.0,0.046875,214.0,2024-11-09,Hyderabad,Desktop,Online data analytics,November,Saturday,1.84,4.06,14.75,39.33,-9.32,35.67,0.91
2426,A3426,Data Analytics Course: Visualizations,163.0,4794.0,204.0,26.0,3.0,0.018404907975460124,404.0,2024-11-16,Hyderabad,Tablet,Data analytics online,November,Saturday,1.25,3.4,7.85,68.0,98.04,134.67,1.98
2427,A3427,Data Analytics Course: ML,199.0,5210.0,213.0,30.0,10.0,0.05025125628140704,357.0,2024-11-26,Hyderabad,Mobile,Analytics for data,November,Tuesday,1.07,3.82,7.1,21.3,67.61,35.7,1.68
2428,A3428,Data Analytics Course: Visualizations,169.0,5326.0,265.0,30.0,5.0,0.029585798816568046,210.0,2024-11-25,Hyderabad,Desktop,Data analytics online,November,Monday,1.57,3.17,8.83,53.0,-20.75,42.0,0.79
2429,A3429,Data Analytics Course: ML,138.0,3961.0,247.0,13.0,3.0,0.021739130434782608,327.0,2024-11-18,Hyderabad,Mobile,Data analytics course,November,Monday,1.79,3.48,19.0,82.33,32.39,109.0,1.32
2430,A3430,Data Analytics Course: Visualizations,180.0,5937.0,231.0,25.0,4.0,0.022218022056015647,296.0,2024-11-20,Hyderabad,Tablet,Online data analytics,November,Wednesday,1.28,3.03,9.24,57.75,28.14,74.0,1.28
2431,A3431,Data Analytics Course: Visualizations,154.0,4904.0,247.0,11.0,8.0,0.05194805194805195,373.7142857142857,2024-11-22,Hyderabad,Tablet,Learn data analytics,November,Friday,1.6,3.14,22.45,30.88,51.3,46.71,1.51
2432,A3432,Data Analytics Course: Visualizations,105.0,3149.0,233.0,13.0,10.0,0.09523809523809523,232.0,2024-11-09,Hyderabad,Tablet,Learn data analytics,November,Saturday,2.22,3.33,17.92,23.3,-0.43,23.2,1.0
2433,A3433,Data Analytics Course: Advanced,89.0,5963.0,209.0,29.0,9.0,0.10112359550561797,218.0,2024-11-18,Hyderabad,Desktop,Online data analytics,November,Monday,2.35,1.49,7.21,23.22,4.31,24.22,1.04
2434,A3434,Data Analytics Course: Basics,125.0,3808.0,191.0,29.0,7.0,0.056,364.0,2024-11-10,Hyderabad,Tablet,Data analytics course,November,Sunday,1.53,3.28,6.59,27.29,90.58,52.0,1.91
2435,A3435,Data Analytics Course: Visualizations,175.0,3938.0,186.0,22.0,9.0,0.05142857142857143,249.0,2024-11-05,Hyderabad,Mobile,Analytics for data,November,Tuesday,1.06,4.44,8.45,20.67,33.87,27.67,1.34
2436,A3436,Data Analytics Course: Visualizations,175.0,5521.0,207.0,25.0,3.0,0.017142857142857144,330.0,2024-11-04,Hyderabad,Mobile,Online data analytics,November,Monday,1.18,3.17,8.28,69.0,59.42,110.0,1.59
2437,A3437,Data Analytics Course: Basics,183.0,6035.0,198.0,27.0,10.0,0.0546448087431694,467.14285714285717,2024-11-22,Hyderabad,Mobile,Data analytics course,November,Friday,1.08,3.03,7.33,19.8,135.93,46.71,2.36
2438,A3438,Data Analytics Course: ML,182.0,5466.0,206.0,26.0,4.0,0.02197802197802198,371.0,2024-11-18,Hyderabad,Tablet,Data analytics course,November,Monday,1.13,3.33,7.92,51.5,80.1,92.75,1.8
2439,A3439,Data Analytics Course: ML,137.0,4528.0,236.0,30.0,4.0,0.02913171310657352,393.0,2024-11-28,Hyderabad,Mobile,Data analytics training,November,Thursday,1.72,3.03,7.87,59.0,66.53,98.25,1.67
2440,A3440,Data Analytics Course: Advanced,168.0,4904.0,220.0,23.0,6.0,0.03571428571428571,382.0,2024-11-11,Hyderabad,Desktop,Learn data analytics,November,Monday,1.31,3.43,9.57,36.67,73.64,63.67,1.74
2441,A3441,Data Analytics Course: Basics,150.0,5057.0,220.0,24.0,5.0,0.03333333333333333,233.57142857142858,2024-11-01,Hyderabad,Desktop,Data analytics training,November,Friday,1.47,2.97,9.17,44.0,6.17,46.71,1.06
2442,A3442,Data Analytics Course: Advanced,152.0,3390.0,209.0,18.0,6.0,0.039473684210526314,331.0,2024-11-04,Hyderabad,Desktop,Online data analytics,November,Monday,1.38,4.48,11.61,34.83,58.37,55.17,1.58
2443,A3443,Data Analytics Course: Basics,113.0,3532.0,248.0,29.0,6.0,0.05309734513274336,260.0,2024-11-20,Hyderabad,Mobile,Learn data analytics,November,Wednesday,2.19,3.2,8.55,41.33,4.84,43.33,1.05
2444,A3444,Data Analytics Course: Visualizations,93.0,3683.0,201.0,11.0,10.0,0.10752688172043011,272.0,2024-11-14,Hyderabad,Mobile,Learn data analytics,November,Thursday,2.16,2.53,18.27,20.1,35.32,27.2,1.35
2445,A3445,Data Analytics Course: Basics,141.0,5031.0,190.0,23.0,5.0,0.03546099290780142,223.0,2024-11-01,Hyderabad,Desktop,Data analytics online,November,Friday,1.35,2.8,8.26,38.0,17.37,44.6,1.17
2446,A3446,Data Analytics Course: ML,191.0,5660.0,192.0,21.0,5.0,0.02617801047120419,209.0,2024-11-03,Hyderabad,Mobile,Data analytics course,November,Sunday,1.01,3.37,9.14,38.4,8.85,41.8,1.09
2447,A3447,Data Analytics Course: Advanced,187.0,3450.0,234.0,18.0,9.0,0.0481283422459893,328.0,2024-11-18,Hyderabad,Tablet,Online data analytics,November,Monday,1.25,5.42,13.0,26.0,40.17,36.44,1.4
2448,A3448,Data Analytics Course: Visualizations,118.0,4804.0,228.0,28.0,9.0,0.07627118644067797,217.0,2024-11-28,Hyderabad,Mobile,Learn data analytics,November,Thursday,1.93,2.46,8.14,25.33,-4.82,24.11,0.95
2449,A3449,Data Analytics Course: ML,184.0,5983.0,243.0,25.0,6.0,0.03260869565217391,314.0,2024-11-03,Hyderabad,Desktop,Data analytics course,November,Sunday,1.32,3.08,9.72,40.5,29.22,52.33,1.29
2450,A3450,Data Analytics Course: Visualizations,167.0,5051.0,203.0,21.0,10.0,0.059880239520958084,370.0,2024-11-10,Hyderabad,Mobile,Learn data analytics,November,Sunday,1.22,3.31,9.67,20.3,82.27,37.0,1.82
2451,A3451,Data Analytics Course: ML,162.0,3815.0,221.0,13.0,7.0,0.043209876543209874,353.0,2024-11-21,Hyderabad,Desktop,Data analytics course,November,Thursday,1.36,4.25,17.0,31.57,59.73,50.43,1.6
2452,A3452,Data Analytics Course: Advanced,125.0,5370.0,184.0,18.0,10.0,0.08,370.0,2024-11-14,Hyderabad,Tablet,Data analytics course,November,Thursday,1.47,2.33,10.22,18.4,101.09,37.0,2.01
2453,A3453,Data Analytics Course: Basics,102.0,4451.0,219.0,29.0,7.0,0.06862745098039216,304.0,2024-11-29,Hyderabad,Mobile,Data analytics online,November,Friday,2.15,2.29,7.55,31.29,38.81,43.43,1.39
2454,A3454,Data Analytics Course: Advanced,141.0,4243.0,191.0,24.0,6.0,0.0425531914893617,280.2857142857143,2024-11-22,Hyderabad,Desktop,Data analytics training,November,Friday,1.35,3.32,7.96,31.83,46.75,46.71,1.47
2455,A3455,Data Analytics Course: ML,121.0,3844.0,242.0,29.0,3.0,0.024793388429752067,387.0,2024-11-10,Hyderabad,Mobile,Learn data analytics,November,Sunday,2.0,3.15,8.34,80.67,59.92,129.0,1.6
2456,A3456,Data Analytics Course: ML,142.0,4023.0,187.0,17.0,3.0,0.02112676056338028,239.0,2024-11-23,Hyderabad,Tablet,Data analytics training,November,Saturday,1.32,3.53,11.0,62.33,27.81,79.67,1.28
2457,A3457,Data Analytics Course: ML,150.0,4409.0,223.0,23.0,7.0,0.04666666666666667,322.0,2024-11-13,Hyderabad,Desktop,Learn data analytics,November,Wednesday,1.49,3.4,9.7,31.86,44.39,46.0,1.44
2458,A3458,Data Analytics Course: Visualizations,117.0,3109.0,239.0,21.0,3.0,0.02564102564102564,140.14285714285714,2024-11-27,Hyderabad,Tablet,Data analytics course,November,Wednesday,2.04,3.76,11.38,79.67,-41.36,46.71,0.59
2459,A3459,Data Analytics Course: Advanced,142.0,5613.0,180.0,11.0,9.0,0.06338028169014084,404.0,2024-11-28,Hyderabad,Mobile,Data analytics training,November,Thursday,1.27,2.53,16.36,20.0,124.44,44.89,2.24
2460,A3460,Data Analytics Course: Advanced,103.0,4821.0,215.0,30.0,6.0,0.05825242718446602,287.0,2024-11-13,Hyderabad,Tablet,Data analytics online,November,Wednesday,2.09,2.14,7.17,35.83,33.49,47.83,1.33
2461,A3461,Data Analytics Course: Visualizations,187.0,3289.0,186.0,23.0,5.0,0.026737967914438502,336.0,2024-11-06,Hyderabad,Desktop,Data analytics course,November,Wednesday,0.99,5.69,8.09,37.2,80.65,67.2,1.81
2462,A3462,Data Analytics Course: Basics,172.0,4441.0,209.0,17.0,10.0,0.05813953488372093,467.14285714285717,2024-11-29,Hyderabad,Desktop,Data analytics online,November,Friday,1.22,3.87,12.29,20.9,123.51,46.71,2.24
2463,A3463,Data Analytics Course: Advanced,105.0,3000.0,186.0,17.0,6.0,0.05714285714285714,407.0,2024-11-29,Hyderabad,Mobile,Data analytics online,November,Friday,1.77,3.5,10.94,31.0,118.82,67.83,2.19
2464,A3464,Data Analytics Course: Visualizations,181.0,4156.0,246.0,22.0,10.0,0.055248618784530384,273.0,2024-11-14,Hyderabad,Mobile,Learn data analytics,November,Thursday,1.36,4.36,11.18,24.6,10.98,27.3,1.11
2465,A3465,Data Analytics Course: ML,172.0,5314.0,241.0,14.0,9.0,0.05232558139534884,408.0,2024-11-23,Hyderabad,Tablet,Learn data analytics,November,Saturday,1.4,3.24,17.21,26.78,69.29,45.33,1.69
2466,A3466,Data Analytics Course: Visualizations,98.0,4655.0,183.0,21.0,10.0,0.10204081632653061,391.0,2024-11-25,Hyderabad,Desktop,Data analytics course,November,Monday,1.87,2.11,8.71,18.3,113.66,39.1,2.14
2467,A3467,Data Analytics Course: ML,92.0,3226.0,236.0,17.0,6.0,0.06521739130434782,301.0,2024-11-10,Hyderabad,Tablet,Data analytics training,November,Sunday,2.57,2.85,13.88,39.33,27.54,50.17,1.28
2468,A3468,Data Analytics Course: Advanced,102.0,5246.0,235.0,20.0,4.0,0.0392156862745098,388.0,2024-11-25,Hyderabad,Tablet,Data analytics training,November,Monday,2.3,1.94,11.75,58.75,65.11,97.0,1.65
2469,A3469,Data Analytics Course: Advanced,143.0,5545.0,247.0,26.0,9.0,0.06293706293706294,226.0,2024-11-08,Hyderabad,Mobile,Learn data analytics,November,Friday,1.73,2.58,9.5,27.44,-8.5,25.11,0.91
2470,A3470,Data Analytics Course: ML,111.0,4069.0,204.0,25.0,4.0,0.036036036036036036,352.0,2024-11-07,Hyderabad,Mobile,Data analytics training,November,Thursday,1.84,2.73,8.16,51.0,72.55,88.0,1.73
2471,A3471,Data Analytics Course: ML,116.0,4689.0,199.0,27.0,3.0,0.02586206896551724,317.0,2024-11-24,Hyderabad,Mobile,Data analytics training,November,Sunday,1.72,2.47,7.37,66.33,59.3,105.67,1.59
2472,A3472,Data Analytics Course: Advanced,148.0,3907.0,199.0,11.0,7.0,0.0472972972972973,256.0,2024-11-20,Hyderabad,Desktop,Data analytics online,November,Wednesday,1.34,3.79,18.09,28.43,28.64,36.57,1.29
2473,A3473,Data Analytics Course: ML,90.0,5137.0,220.0,21.0,7.0,0.07777777777777778,400.0,2024-11-30,Hyderabad,Mobile,Online data analytics,November,Saturday,2.44,1.75,10.48,31.43,81.82,57.14,1.82
2474,A3474,Data Analytics Course: Advanced,80.0,3836.0,209.0,20.0,7.0,0.0875,395.0,2024-11-28,Hyderabad,Tablet,Online data analytics,November,Thursday,2.61,2.09,10.45,29.86,89.0,56.43,1.89
2475,A3475,Data Analytics Course: Basics,188.0,4727.0,246.0,12.0,6.0,0.031914893617021274,270.0,2024-11-24,Hyderabad,Mobile,Learn data analytics,November,Sunday,1.31,3.98,20.5,41.0,9.76,45.0,1.1
2476,A3476,Data Analytics Course: Visualizations,114.0,3880.0,174.0,18.0,3.0,0.02631578947368421,248.0,2024-11-18,Hyderabad,Mobile,Data analytics online,November,Monday,1.53,2.94,9.67,58.0,42.53,82.67,1.43
2477,A3477,Data Analytics Course: Basics,112.0,3639.0,186.0,27.0,7.0,0.0625,310.0,2024-11-17,Hyderabad,Tablet,Analytics for data,November,Sunday,1.66,3.08,6.89,26.57,66.67,44.29,1.67
2478,A3478,Data Analytics Course: Advanced,96.0,3858.0,200.0,15.0,7.0,0.07291666666666667,341.0,2024-11-15,Hyderabad,Mobile,Data analytics online,November,Friday,2.08,2.49,13.33,28.57,70.5,48.71,1.7
2479,A3479,Data Analytics Course: ML,112.0,3699.0,186.0,23.0,5.0,0.046875,249.0,2024-11-23,Hyderabad,Tablet,Analytics for data,November,Saturday,1.66,3.03,8.09,37.2,33.87,49.8,1.34
2480,A3480,Data Analytics Course: Basics,172.0,5955.0,216.0,15.0,7.0,0.040697674418604654,270.0,2024-11-02,Hyderabad,Mobile,Learn data analytics,November,Saturday,1.26,2.89,14.4,30.86,25.0,38.57,1.25
2481,A3481,Data Analytics Course: Basics,134.0,5520.0,189.0,22.0,10.0,0.07462686567164178,269.0,2024-11-30,Hyderabad,Desktop,Data analytics online,November,Saturday,1.41,2.43,8.59,18.9,42.33,26.9,1.42
2482,A3482,Data Analytics Course: Visualizations,148.0,3884.0,233.0,14.0,5.0,0.033783783783783786,232.0,2024-11-11,Hyderabad,Mobile,Data analytics online,November,Monday,1.57,3.81,16.64,46.6,-0.43,46.4,1.0
2483,A3483,Data Analytics Course: Basics,191.0,5361.0,220.0,17.0,10.0,0.05235602094240838,211.0,2024-11-09,Hyderabad,Mobile,Analytics for data,November,Saturday,1.15,3.56,12.94,22.0,-4.09,21.1,0.96
2484,A3484,Data Analytics Course: Visualizations,168.0,5384.0,236.0,28.0,3.0,0.017857142857142856,140.14285714285714,2024-11-16,Hyderabad,Mobile,Data analytics course,November,Saturday,1.4,3.12,8.43,78.67,-40.62,46.71,0.59
2485,A3485,Data Analytics Course: Visualizations,84.0,4388.0,239.0,29.0,4.0,0.047619047619047616,259.0,2024-11-14,Hyderabad,Mobile,Analytics for data,November,Thursday,2.85,1.91,8.24,59.75,8.37,64.75,1.08
2486,A3486,Data Analytics Course: Basics,80.0,5699.0,214.0,17.0,6.0,0.075,308.0,2024-11-25,Hyderabad,Mobile,Learn data analytics,November,Monday,2.68,1.4,12.59,35.67,43.93,51.33,1.44
2487,A3487,Data Analytics Course: Advanced,136.0,3705.0,212.0,16.0,9.0,0.0661764705882353,300.0,2024-11-14,Hyderabad,Desktop,Analytics for data,November,Thursday,1.56,3.67,13.25,23.56,41.51,33.33,1.42
2488,A3488,Data Analytics Course: Advanced,99.0,3256.0,233.0,15.0,7.0,0.07089671211808617,226.0,2024-11-10,Hyderabad,Tablet,Analytics for data,November,Sunday,2.35,3.04,15.53,33.29,-3.0,32.29,0.97
2489,A3489,Data Analytics Course: Visualizations,157.0,4026.0,193.0,19.0,3.0,0.01910828025477707,210.0,2024-11-09,Hyderabad,Tablet,Analytics for data,November,Saturday,1.23,3.9,10.16,64.33,8.81,70.0,1.09
2490,A3490,Data Analytics Course: Basics,95.0,3148.0,182.0,21.0,3.0,0.03142671464737092,305.0,2024-11-22,Hyderabad,Tablet,Data analytics course,November,Friday,1.92,3.02,8.67,60.67,67.58,101.67,1.68
2491,A3491,Data Analytics Course: Advanced,137.0,5244.0,188.0,20.0,6.0,0.046875,391.0,2024-11-11,Hyderabad,Tablet,Online data analytics,November,Monday,1.37,2.61,9.4,31.33,107.98,65.17,2.08
2492,A3492,Data Analytics Course: Visualizations,121.0,5220.0,201.0,21.0,5.0,0.04132231404958678,362.0,2024-11-13,Hyderabad,Desktop,Data analytics online,November,Wednesday,1.66,2.32,9.57,40.2,80.1,72.4,1.8
2493,A3493,Data Analytics Course: Advanced,169.0,5430.0,233.0,27.0,8.0,0.046875,408.0,2024-11-10,Hyderabad,Mobile,Learn data analytics,November,Sunday,1.38,3.11,8.63,29.12,75.11,51.0,1.75
2494,A3494,Data Analytics Course: Visualizations,83.0,4693.0,188.0,24.0,6.0,0.07228915662650602,314.0,2024-11-16,Hyderabad,Mobile,Analytics for data,November,Saturday,2.27,1.77,7.83,31.33,67.02,52.33,1.67
2495,A3495,Data Analytics Course: Basics,175.0,4723.0,238.0,19.0,8.0,0.046875,389.0,2024-11-12,Hyderabad,Mobile,Online data analytics,November,Tuesday,1.36,3.71,12.53,29.75,63.45,48.62,1.63
